City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
325,mont-dore,-22.2833,166.5833,78.78,99.0,0.0,2.46,NC,1717451322.0
326,kodiak,57.79,-152.4072,45.91,87.0,100.0,10.36,US,1717451322.0
327,naze,28.3667,129.4833,70.72,70.0,3.0,10.47,JP,1717451323.0
328,wulingyuan,29.3494,110.5441,58.06,97.0,100.0,2.64,CN,1717451323.0
329,siwa oasis,29.2041,25.5195,88.92,20.0,0.0,11.45,EG,1717451324.0
330,antsohihy,-14.8796,47.9875,73.0,63.0,16.0,8.63,MG,1717451325.0
331,rolla,37.9514,-91.7713,81.05,65.0,40.0,10.36,US,1717451197.0
332,cabedelo,-6.9811,-34.8339,75.87,89.0,85.0,9.73,BR,1717451326.0
333,coquimbo,-29.9533,-71.3436,56.93,82.0,0.0,4.61,CL,1717451075.0
334,sarmiento,-45.5882,-69.07,41.81,57.0,100.0,6.51,AR,1717451056.0
335,tobelo,1.7284,128.0095,80.31,84.0,67.0,2.35,ID,1717451327.0
336,laguna,38.421,-121.4238,86.31,50.0,0.0,12.66,US,1717451328.0
337,lycksele,64.5954,18.6735,48.07,93.0,100.0,12.66,SE,1717451328.0
338,dara,15.3484,-15.4799,94.96,54.0,1.0,14.36,SN,1717451329.0
339,saint-jean-de-monts,46.7833,-2.0667,60.4,87.0,100.0,9.01,FR,1717451330.0
340,beniganim,38.9536,-0.4454,70.29,80.0,58.0,5.57,ES,1717451330.0
341,fort st. john,56.2499,-120.8529,48.09,93.0,100.0,8.05,CA,1717451331.0
342,callao,-12.0667,-77.15,73.72,63.0,0.0,11.5,PE,1717451331.0
343,tomakomai,42.6369,141.6033,53.74,94.0,75.0,2.3,JP,1717451332.0
344,rio grande,-32.035,-52.0986,55.51,64.0,58.0,11.59,BR,1717451238.0
345,horta,38.5333,-28.6333,65.84,86.0,20.0,4.61,PT,1717451333.0
346,valka,57.7752,26.0101,53.85,94.0,40.0,4.7,LV,1717451334.0
347,howrah,22.5892,88.3103,86.0,89.0,40.0,9.22,IN,1717451334.0
348,kemijarvi,66.7131,27.4306,58.53,76.0,99.0,4.09,FI,1717451335.0
349,newman,37.3138,-121.0208,83.23,49.0,100.0,11.01,US,1717451336.0
350,la ronge,55.1001,-105.2842,64.62,48.0,75.0,16.11,CA,1717451336.0
351,el granada,37.5027,-122.4694,78.58,84.0,100.0,23.02,US,1717451337.0
352,gambela,8.25,34.5833,74.35,78.0,100.0,5.12,ET,1717451337.0
353,joacaba,-27.1781,-51.5047,61.93,97.0,59.0,1.83,BR,1717451338.0
354,yuzhno-kurilsk,44.0306,145.8556,44.38,97.0,100.0,8.84,RU,1717451339.0
355,orchard homes,46.8633,-114.0484,57.34,82.0,75.0,14.97,US,1717451339.0
356,ettrick,37.2402,-77.43,84.18,63.0,75.0,0.0,US,1717451340.0
357,sola,-13.8833,167.55,75.87,94.0,100.0,0.0,VU,1717451341.0
358,vorkuta,67.5,64.0,20.1,98.0,100.0,1.99,RU,1717451341.0
359,viedma,-40.8135,-62.9967,46.53,53.0,100.0,14.29,AR,1717451084.0
360,hun,29.1268,15.9477,90.12,25.0,1.0,8.9,LY,1717451342.0
361,manggar,-2.8833,108.2667,77.99,86.0,87.0,2.84,ID,1717451343.0
362,belmonte,-15.8631,-38.8828,73.85,87.0,88.0,6.82,BR,1717451344.0
363,kachug,53.9606,105.8817,52.05,85.0,83.0,3.0,RU,1717451344.0
364,cabrobo,-8.5142,-39.31,80.85,56.0,33.0,21.45,BR,1717451345.0
365,boa vista,2.8197,-60.6733,85.98,66.0,40.0,3.44,BR,1717451345.0
366,ust'-ilimsk,58.0006,102.6619,55.44,56.0,100.0,4.0,RU,1717451346.0
367,talara,-4.5772,-81.2719,74.16,68.0,0.0,16.17,PE,1717451347.0
368,victorica,-36.2151,-65.4359,47.82,53.0,100.0,19.3,AR,1717451347.0
369,dryden,49.7833,-92.7503,66.49,68.0,75.0,2.3,CA,1717451348.0
370,sancaktepe,41.0024,29.2319,76.68,50.0,0.0,9.22,TR,1717451348.0
371,pointe-noire,-4.7761,11.8635,73.47,94.0,20.0,5.75,CG,1717451349.0
372,conception bay south,47.4999,-52.9981,50.04,98.0,100.0,9.24,CA,1717451350.0
373,pierre,44.3683,-100.351,85.86,37.0,0.0,18.41,US,1717451350.0
374,carnot,4.9409,15.8665,73.51,87.0,66.0,1.05,CF,1717451351.0
375,atamyrat,37.8357,65.2106,79.75,17.0,0.0,10.98,TM,1717451351.0
376,praia da vitoria,38.7333,-27.0667,66.45,88.0,40.0,3.09,PT,1717451352.0
377,plymouth,41.8334,-70.8328,78.85,59.0,0.0,6.91,US,1717451105.0
378,dingcheng,32.1272,115.0394,73.56,52.0,100.0,1.54,CN,1717451353.0
379,sao joao da barra,-21.6403,-41.0511,73.49,86.0,0.0,10.6,BR,1717451316.0
380,katima mulilo,-17.5,24.2667,52.03,23.0,0.0,5.53,NA,1717451354.0
381,masterton,-40.9597,175.6575,50.11,74.0,66.0,6.22,NZ,1717451355.0
382,vila do maio,15.1333,-23.2167,74.19,79.0,98.0,15.9,CV,1717451355.0
383,coahuayana de hidalgo,18.7,-103.6583,89.8,38.0,47.0,7.49,MX,1717451356.0
384,lospalos,-8.5186,127.0025,72.57,86.0,100.0,6.73,TL,1717451357.0
385,isafjordur,66.0755,-23.124,34.36,65.0,31.0,9.86,IS,1717451357.0
386,chonchi,-42.6128,-73.8092,46.11,89.0,100.0,5.82,CL,1717451199.0
387,ruteng,-8.6136,120.4721,61.57,96.0,87.0,2.3,ID,1717451358.0
388,fale old settlement,-9.3852,-171.2468,84.24,75.0,61.0,11.68,TK,1717451359.0
389,weining,26.85,104.2333,53.56,95.0,100.0,5.41,CN,1717451360.0
390,melfort,52.8667,-104.6177,57.33,77.0,100.0,23.02,CA,1717451360.0
391,bardai,11.65,7.2333,78.26,63.0,100.0,4.03,NG,1717451361.0
392,antsiranana,-12.2787,49.2917,74.91,77.0,56.0,17.16,MG,1717451361.0
393,kasempa,-13.4584,25.8338,60.82,34.0,2.0,2.98,ZM,1717451362.0
394,siracusa,37.0881,15.2792,71.19,82.0,23.0,12.28,IT,1717451363.0
395,zhengjiatun,43.5064,123.5064,66.74,52.0,0.0,6.26,CN,1717451363.0
396,zhanga buqtyrma,49.6295,83.5248,43.43,87.0,11.0,2.91,KZ,1717451364.0
397,natchitoches,31.7668,-93.1335,90.45,62.0,75.0,9.22,US,1717451365.0
398,porbandar,21.6422,69.6093,83.28,76.0,100.0,8.43,IN,1717451365.0
399,porto novo,6.4965,2.6036,82.22,83.0,38.0,7.74,BJ,1717451366.0
400,kapa'a,22.0752,-159.319,82.38,82.0,100.0,14.97,US,1717451366.0
401,zintan,31.9223,12.252,81.48,35.0,100.0,23.98,LY,1717451367.0
402,saarijarvi,62.7049,25.254,59.16,75.0,81.0,3.56,FI,1717451368.0
403,ust-tsilma,65.441,52.1498,55.62,68.0,100.0,5.99,RU,1717451368.0
404,kingston,17.997,-76.7936,85.15,62.0,75.0,4.61,JM,1717451140.0
405,mogi guacu,-22.3722,-46.9422,63.9,64.0,72.0,3.69,BR,1717451369.0
406,devonport,-41.1667,146.35,50.52,90.0,10.0,1.01,AU,1717451370.0
407,nagahama,35.3833,136.2667,63.99,82.0,13.0,4.54,JP,1717451371.0
408,walvis bay,-22.9575,14.5053,54.09,76.0,0.0,8.05,NA,1717451371.0
409,kish,26.5578,54.0194,82.67,100.0,0.0,0.0,IR,1717451372.0
410,bayanhongor,46.7167,100.1167,46.45,34.0,52.0,4.05,MN,1717451372.0
411,peebles,55.6519,-3.1888,54.52,89.0,12.0,3.0,GB,1717451373.0
412,ciudad lazaro cardenas,17.9583,-102.2,85.66,53.0,3.0,14.58,MX,1717451171.0
413,kruisfontein,-34.0033,24.7314,51.73,88.0,100.0,11.97,ZA,1717451374.0
414,stettler,52.3168,-112.7186,65.75,55.0,74.0,12.46,CA,1717451375.0
415,port macquarie,-31.4333,152.9167,49.32,66.0,13.0,3.98,AU,1717451375.0
416,puerto colombia,10.9878,-74.9547,91.49,80.0,100.0,11.74,CO,1717451376.0
417,south hedland,-20.4089,118.5983,53.53,76.0,0.0,6.91,AU,1717451377.0
418,tonekabon,36.8163,50.8738,71.55,49.0,0.0,6.17,IR,1717451377.0
419,pervomayskoye,43.919,46.7102,71.74,45.0,68.0,5.57,RU,1717451378.0
420,kavaratti,10.5669,72.642,84.18,83.0,100.0,8.43,IN,1717451378.0
421,barcelos,41.5388,-8.6151,70.68,78.0,0.0,1.61,PT,1717451379.0
422,vandalia,39.8906,-84.1988,85.21,54.0,75.0,9.22,US,1717451261.0
423,gimbi,9.1667,35.8333,58.87,92.0,64.0,2.73,ET,1717451380.0
424,chu,43.5983,73.7614,57.87,53.0,33.0,5.39,KZ,1717451381.0
425,ad dabbah,18.05,30.95,93.0,10.0,1.0,10.96,SD,1717451381.0
426,bryansk,53.2875,34.3806,59.13,94.0,38.0,7.4,RU,1717451382.0
427,pariaman,-0.619,100.12,78.85,86.0,70.0,4.18,ID,1717451382.0
428,arkhangel'sk,64.5401,40.5433,66.13,100.0,40.0,4.47,RU,1717451383.0
429,bikenibeu village,1.3673,173.1241,85.96,74.0,40.0,6.91,KI,1717451384.0
430,cable beach,,,,,,,,
431,abepura,-2.6333,140.5833,76.01,100.0,40.0,2.3,ID,1717451385.0
432,apsheronsk,44.46,39.73,62.78,78.0,0.0,2.17,RU,1717451296.0
433,obihiro,42.9172,143.2044,50.34,86.0,98.0,2.66,JP,1717451386.0
434,phang nga,8.4509,98.5298,78.84,91.0,96.0,2.28,TH,1717451386.0
435,talakan,50.3167,130.3667,54.01,60.0,4.0,1.34,RU,1717451387.0
436,tadmur,34.5608,38.2805,84.15,14.0,0.0,3.04,SY,1717451388.0
437,whakatane,-37.9585,176.9854,51.78,85.0,70.0,3.0,NZ,1717451388.0
438,mae ramat,16.984,98.5166,74.46,99.0,100.0,2.17,TH,1717451389.0
439,quelimane,-17.8786,36.8883,75.15,94.0,0.0,5.59,MZ,1717451389.0
440,ierapetra,35.01,25.7353,77.14,50.0,2.0,1.99,GR,1717451390.0
441,uva,56.9908,52.1852,61.92,93.0,87.0,2.89,RU,1717451391.0
442,gaiman,-43.2897,-65.4929,45.82,49.0,100.0,29.46,AR,1717451391.0
443,guerrero negro,27.9769,-114.0611,67.75,60.0,3.0,19.86,MX,1717451392.0
444,kushima,31.4583,131.2333,66.65,75.0,10.0,2.13,JP,1717451392.0
445,broome,42.2506,-75.833,79.18,71.0,100.0,4.61,US,1717451393.0
446,sechura,-5.5569,-80.8222,75.0,62.0,17.0,13.89,PE,1717451394.0
447,hailey,43.5196,-114.3153,57.06,72.0,100.0,10.36,US,1717451116.0
448,madeji,27.7544,68.4526,89.62,49.0,0.0,15.19,PK,1717451395.0
449,hernando,28.5419,-82.4582,88.77,68.0,20.0,10.36,US,1717451141.0
450,luba,3.4568,8.5547,80.06,87.0,71.0,8.08,GQ,1717451396.0
451,ati,13.2154,18.3353,92.88,13.0,1.0,7.58,TD,1717451397.0
452,port elizabeth,-33.918,25.5701,55.69,84.0,0.0,6.91,ZA,1717451397.0
453,khandyga,62.6667,135.6,56.86,52.0,22.0,3.91,RU,1717451398.0
454,krutinka,56.0055,71.5113,42.67,93.0,100.0,10.94,RU,1717451398.0
455,whangarei,-35.7317,174.3239,58.35,83.0,100.0,2.91,NZ,1717451251.0
456,shchuchinsk,52.9333,70.2,54.7,94.0,97.0,5.77,KZ,1717451400.0
457,thames,-37.1333,175.5333,55.92,82.0,87.0,3.22,NZ,1717451400.0
458,bonoua,5.2741,-3.595,82.02,91.0,69.0,5.41,CI,1717451401.0
459,yaren,-0.5472,166.916,82.83,68.0,11.0,7.45,NR,1717451402.0
460,tafuna,-14.3358,-170.72,84.15,74.0,75.0,13.8,AS,1717451403.0
461,tidjikja,18.5564,-11.4271,90.77,15.0,0.0,8.9,MR,1717451379.0
462,bogatoye,53.0601,51.3325,64.36,88.0,74.0,6.06,RU,1717451404.0
463,drayton valley,53.2168,-114.9854,50.11,96.0,100.0,10.58,CA,1717451405.0
464,baillif,16.0202,-61.7463,85.5,79.0,100.0,16.93,GP,1717451406.0
465,al burayqah,30.4062,19.5739,78.75,60.0,81.0,10.58,LY,1717451406.0
466,toshloq,40.4772,71.7678,65.64,63.0,100.0,4.61,UZ,1717451407.0
467,abeche,13.8292,20.8324,90.59,8.0,0.0,11.03,TD,1717451408.0
468,port saint john's,-31.6229,29.5448,59.16,45.0,80.0,6.2,ZA,1717451408.0
469,monte argentario,42.4345,11.1195,62.4,82.0,0.0,5.75,IT,1717451409.0
470,la palma,33.8464,-118.0467,78.1,71.0,100.0,5.75,US,1717451409.0
471,naama,33.2667,-0.3167,69.13,52.0,100.0,31.79,DZ,1717451410.0
472,peruibe,-24.32,-46.9983,68.94,82.0,4.0,11.14,BR,1717451329.0
473,kilindoni,-7.9139,39.6668,79.65,78.0,87.0,9.33,TZ,1717451411.0
474,kimberley,-28.7323,24.7623,38.89,100.0,100.0,8.05,ZA,1717451412.0
475,mizdah,31.4451,12.9801,82.26,37.0,100.0,22.79,LY,1717451412.0
476,barra de santo antonio,-9.4047,-35.5072,79.88,82.0,9.0,7.92,BR,1717451413.0
477,opuwo,-18.0607,13.84,50.47,15.0,0.0,2.15,NA,1717451413.0
478,tofol,5.3248,163.0078,82.98,75.0,99.0,11.14,FM,1717451414.0
479,yanai,33.9667,132.1167,60.8,78.0,0.0,4.27,JP,1717451315.0
480,tejen,37.3834,60.5054,81.81,31.0,32.0,12.06,TM,1717451415.0
481,anloga,5.7947,0.8973,82.11,79.0,36.0,13.85,GH,1717451416.0
482,palkonda,18.6,83.75,83.34,69.0,100.0,2.53,IN,1717451416.0
483,kotabumi,-4.8333,104.9,74.71,94.0,87.0,1.95,ID,1717451417.0
484,sheksna,59.21,38.5107,64.36,92.0,100.0,3.78,RU,1717451418.0
485,vallenar,-28.5708,-70.7581,65.68,58.0,100.0,1.99,CL,1717451419.0
486,kidal,18.4411,1.4078,98.24,12.0,19.0,11.88,ML,1717451419.0
487,ust'-kalmanka,52.1207,83.305,51.35,87.0,93.0,17.18,RU,1717451420.0
488,ambalangoda,6.2355,80.0538,79.38,89.0,97.0,6.53,LK,1717451421.0
489,gofitskoye,45.0792,43.0464,69.96,59.0,0.0,1.79,RU,1717451421.0
490,rinconada,19.35,-96.5167,96.26,32.0,3.0,10.71,MX,1717451422.0
491,carauari,-4.8828,-66.8958,76.98,94.0,100.0,0.63,BR,1717451422.0
492,dongsheng,39.8161,109.9776,63.68,49.0,100.0,14.07,CN,1717451423.0
493,sault ste. marie,46.5168,-84.3333,70.36,66.0,20.0,9.22,CA,1717451338.0
494,kalmunai,7.4167,81.8167,79.05,88.0,96.0,12.41,LK,1717451424.0
495,kavieng,-2.5744,150.7967,84.07,76.0,92.0,9.98,PG,1717451425.0
496,dodge city,37.7528,-100.0171,85.24,48.0,0.0,7.0,US,1717451305.0
497,berdigestyakh,62.0989,126.6992,62.49,44.0,77.0,3.65,RU,1717451426.0
498,akureyri,65.6835,-18.0878,33.73,100.0,100.0,25.32,IS,1717451427.0
499,snyder,32.7179,-100.9176,104.34,4.0,0.0,14.97,US,1717451200.0
